"Date/Time","Lat","Lon","Base","Distance"
"8/7/2014 9:23:00",40.7592,-73.8908,"B02512",2426.61404481956
"8/7/2014 10:30:00",40.7739,-73.8719,"B02512",377.978213961073
"8/7/2014 10:34:00",40.7732,-73.8855,"B02512",1053.31834047042
"8/7/2014 10:50:00",40.77,-73.8158,"B02512",4966.13667385074
"8/7/2014 12:03:00",40.7732,-73.8855,"B02512",1053.31834047042
"8/7/2014 12:03:00",40.7732,-73.8855,"B02512",1053.31834047042
"8/7/2014 12:09:00",40.7739,-73.8725,"B02512",357.096183416598
"8/7/2014 12:26:00",40.7458,-73.9134,"B02512",4798.13152727398
"8/7/2014 13:39:00",40.7671,-73.9235,"B02512",4313.28108276686
"8/7/2014 14:03:00",40.7853,-73.8436,"B02512",2727.76732028675
"8/7/2014 14:35:00",40.7705,-73.8654,"B02512",1016.46175703742
"8/7/2014 15:13:00",40.7739,-73.8724,"B02512",360.167560131121
"8/7/2014 15:43:00",40.7498,-73.9103,"B02512",4297.47271965329
"8/7/2014 16:12:00",40.7706,-73.8656,"B02512",996.640778241443
"8/7/2014 16:40:00",40.7684,-73.8627,"B02512",1342.69010986948
"8/7/2014 17:05:00",40.7729,-73.8857,"B02512",1082.16615946051
"8/7/2014 17:10:00",40.7734,-73.8854,"B02512",1036.99487637698
"8/7/2014 17:12:00",40.7675,-73.867,"B02512",1201.33564286375
"8/7/2014 17:17:00",40.7701,-73.8646,"B02512",1095.88582460756
"8/7/2014 17:35:00",40.7738,-73.8724,"B02512",370.512936969353
"8/7/2014 18:16:00",40.7683,-73.8622,"B02512",1380.61378457219
"8/7/2014 18:34:00",40.7615,-73.9224,"B02512",4425.96794385166
"8/7/2014 18:39:00",40.7713,-73.866,"B02512",918.391028346539
"8/7/2014 18:44:00",40.7707,-73.8656,"B02512",988.838738047825
"8/7/2014 18:46:00",40.7692,-73.8636,"B02512",1226.13502534529
"8/7/2014 19:01:00",40.7705,-73.8649,"B02512",1046.9429077515
"8/7/2014 19:09:00",40.7619,-73.8847,"B02512",1897.8847112784
"8/7/2014 19:23:00",40.7738,-73.8725,"B02512",367.528020680982
"8/7/2014 19:27:00",40.7684,-73.8873,"B02512",1467.13361860158
"8/7/2014 19:30:00",40.7684,-73.8624,"B02512",1360.7504585738
"8/7/2014 19:54:00",40.7685,-73.8627,"B02512",1334.8680969893
"8/7/2014 20:34:00",40.7711,-73.8659,"B02512",939.754797168316
"8/7/2014 20:34:00",40.7711,-73.8659,"B02512",939.754797168316
"8/7/2014 20:54:00",40.77,-73.8645,"B02512",1109.67367684253
"8/7/2014 21:02:00",40.7739,-73.8717,"B02512",386.1621048201
"8/7/2014 21:13:00",40.7742,-73.8728,"B02512",317.129431152167
"8/7/2014 21:17:00",40.7738,-73.8713,"B02512",413.392316413565
"8/7/2014 21:46:00",40.7671,-73.917,"B02512",3785.66077029675
"8/8/2014 5:40:00",40.7607,-73.8882,"B02512",2164.57509027067
"8/8/2014 5:51:00",40.7652,-73.9184,"B02512",3963.26529055516
"8/8/2014 6:21:00",40.7544,-73.879,"B02512",2539.91674851835
"8/8/2014 7:03:00",40.7628,-73.9215,"B02512",4301.18303931654
"8/8/2014 7:30:00",40.7686,-73.929,"B02512",4727.82104638659
"8/8/2014 8:07:00",40.7707,-73.8655,"B02512",994.893191011303
"8/8/2014 8:11:00",40.7633,-73.9221,"B02512",4328.523302982
"8/8/2014 8:39:00",40.7739,-73.8734,"B02512",337.767033536415
"8/8/2014 9:15:00",40.7659,-73.9089,"B02512",3186.87249278732
"8/8/2014 9:22:00",40.7701,-73.8646,"B02512",1095.88582460756
"8/8/2014 10:09:00",40.772,-73.9249,"B02512",4325.43838491636
"8/8/2014 10:39:00",40.7497,-73.8891,"B02512",3284.66763226663
"8/8/2014 11:11:00",40.7765,-73.8249,"B02512",4139.26522058857
"8/8/2014 11:38:00",40.7697,-73.8646,"B02512",1127.10464619147
"8/8/2014 12:19:00",40.7739,-73.8724,"B02512",360.167560131121
"8/8/2014 12:34:00",40.7704,-73.8651,"B02512",1042.34909262802
"8/8/2014 12:41:00",40.7751,-73.9092,"B02512",2974.07422619801
"8/8/2014 13:25:00",40.774,-73.872,"B02512",364.201265971798
"8/8/2014 13:52:00",40.7705,-73.8655,"B02512",1010.46618955446
"8/8/2014 13:56:00",40.7681,-73.8618,"B02512",1420.36937267331
"8/8/2014 14:40:00",40.7557,-73.8831,"B02512",2481.55526731286
"8/8/2014 15:49:00",40.7734,-73.8758,"B02512",418.123543861725
"8/8/2014 16:05:00",40.7697,-73.9062,"B02512",2830.38492653544
"8/8/2014 16:32:00",40.7658,-73.909,"B02512",3198.94288134327
"8/8/2014 16:49:00",40.7706,-73.8656,"B02512",996.640778241443
"8/8/2014 16:57:00",40.7711,-73.8664,"B02512",909.588592625196
"8/8/2014 17:01:00",40.7739,-73.8723,"B02512",363.408567228088
"8/8/2014 17:14:00",40.774,-73.8719,"B02512",368.179556642808
"8/8/2014 17:15:00",40.7707,-73.8654,"B02512",1000.98202193026
"8/8/2014 18:03:00",40.7925,-73.8277,"B02512",4271.46331398201
"8/8/2014 18:10:00",40.7705,-73.8652,"B02512",1028.55533468957
"8/8/2014 18:28:00",40.774,-73.8726,"B02512",343.723009356098
"8/8/2014 18:45:00",40.7567,-73.8307,"B02512",4287.61351328317
"8/8/2014 19:08:00",40.7741,-73.8719,"B02512",358.458759429382
"8/8/2014 20:05:00",40.7685,-73.8626,"B02512",1340.89734825917
"8/8/2014 21:34:00",40.774,-73.8723,"B02512",353.205972052781
"8/8/2014 21:37:00",40.7739,-73.8717,"B02512",386.1621048201
"8/8/2014 23:30:00",40.7454,-73.8992,"B02512",4100.09524628705
"8/9/2014 5:49:00",40.7606,-73.8338,"B02512",3844.343886984
"8/9/2014 7:08:00",40.7541,-73.8816,"B02512",2617.72056113465
"8/9/2014 11:18:00",40.7697,-73.9277,"B02512",4597.43206706749
"8/9/2014 11:35:00",40.7706,-73.8654,"B02512",1008.69015836546
"8/9/2014 11:58:00",40.7484,-73.9158,"B02512",4742.02429326368
"8/9/2014 12:06:00",40.774,-73.8718,"B02512",372.306241840618
"8/9/2014 12:41:00",40.774,-73.8723,"B02512",353.205972052781
"8/9/2014 13:06:00",40.7558,-73.8827,"B02512",2460.70842501641
"8/9/2014 13:48:00",40.7709,-73.8661,"B02512",943.209484374183
"8/9/2014 14:08:00",40.7711,-73.8657,"B02512",952.07619786348
"8/9/2014 14:20:00",40.773,-73.8856,"B02512",1069.92255305453
"8/9/2014 14:29:00",40.774,-73.8724,"B02512",349.870471545664
"8/9/2014 14:34:00",40.7659,-73.9167,"B02512",3802.37320915546
"8/9/2014 14:39:00",40.7666,-73.9239,"B02512",4360.23468643138
"8/9/2014 14:47:00",40.7928,-73.9194,"B02512",4216.17238368215
"8/9/2014 16:01:00",40.7395,-73.8688,"B02512",4186.37448518296
