"ruta";"fecha";"vuelo";"dia_sem";"sem_anio";"asientos";"pasajeros";"hora_despegue";"origen";"destino";"pasajero_conexion";"pasajero_negocio";"pasajeros_noshow"
"1448";"LIMA - SAO PAULO";"2016-11-03";2554;4;45;150;122;"12:44:00";"LIM";"SAO";110;1;11
"1449";"LIMA - SAO PAULO";"2016-11-30";2554;3;49;150;115;"12:44:00";"LIM";"SAO";88;5;29
"1450";"LIMA - SAO PAULO";"2016-11-23";2554;3;48;150;102;"12:44:00";"LIM";"SAO";83;3;27
"1451";"LIMA - SAO PAULO";"2016-11-16";2554;3;47;150;114;"12:44:00";"LIM";"SAO";94;7;35
"1452";"LIMA - SAO PAULO";"2016-11-09";2554;3;46;150;131;"12:44:00";"LIM";"SAO";97;5;14
"1453";"LIMA - SAO PAULO";"2016-11-02";2554;3;45;150;134;"12:44:00";"LIM";"SAO";97;6;16
"1454";"LIMA - SAO PAULO";"2016-11-29";2554;2;49;150;111;"12:44:00";"LIM";"SAO";98;10;40
"1455";"LIMA - SAO PAULO";"2016-11-22";2554;2;48;150;106;"12:44:00";"LIM";"SAO";76;12;8
"1456";"LIMA - SAO PAULO";"2016-11-15";2554;2;47;150;114;"12:44:00";"LIM";"SAO";85;5;5
"1457";"LIMA - SAO PAULO";"2016-11-08";2554;2;46;150;121;"12:44:00";"LIM";"SAO";84;6;16
"1458";"LIMA - SAO PAULO";"2016-11-28";2554;1;49;150;127;"12:44:00";"LIM";"SAO";109;8;9
"1459";"LIMA - SAO PAULO";"2016-11-21";2554;1;48;150;119;"12:44:00";"LIM";"SAO";104;11;18
"1460";"LIMA - SAO PAULO";"2016-11-14";2554;1;47;150;126;"12:44:00";"LIM";"SAO";93;7;13
"1461";"LIMA - SAO PAULO";"2016-11-07";2554;1;46;220;140;"12:44:00";"LIM";"SAO";110;8;3
"1462";"LIMA - SAO PAULO";"2016-11-27";2607;7;48;150;153;"12:44:00";"SAO";"LIM";113;5;5
"1463";"LIMA - SAO PAULO";"2016-11-20";2607;7;47;150;141;"12:44:00";"SAO";"LIM";96;1;13
"1464";"LIMA - SAO PAULO";"2016-11-13";2607;7;46;150;151;"12:44:00";"SAO";"LIM";94;10;6
"1465";"LIMA - SAO PAULO";"2016-11-06";2607;7;45;150;148;"12:44:00";"SAO";"LIM";90;11;3
"1466";"LIMA - SAO PAULO";"2016-11-26";2607;6;48;150;132;"12:44:00";"SAO";"LIM";92;2;2
"1467";"LIMA - SAO PAULO";"2016-11-19";2607;6;47;150;119;"12:44:00";"SAO";"LIM";96;6;5
"1468";"LIMA - SAO PAULO";"2016-11-12";2607;6;46;150;127;"12:44:00";"SAO";"LIM";88;5;7
"1469";"LIMA - SAO PAULO";"2016-11-05";2607;6;45;150;85;"12:44:00";"SAO";"LIM";44;13;5
"1470";"LIMA - SAO PAULO";"2016-11-25";2607;5;48;150;136;"12:44:00";"SAO";"LIM";120;0;5
"1471";"LIMA - SAO PAULO";"2016-11-18";2607;5;47;150;117;"12:44:00";"SAO";"LIM";89;4;7
"1472";"LIMA - SAO PAULO";"2016-11-04";2607;5;45;150;140;"12:44:00";"SAO";"LIM";105;2;7
"1473";"LIMA - SAO PAULO";"2016-12-01";2607;4;49;150;135;"12:44:00";"SAO";"LIM";111;1;11
"1474";"LIMA - SAO PAULO";"2016-11-24";2607;4;48;150;136;"12:44:00";"SAO";"LIM";119;0;11
"1475";"LIMA - SAO PAULO";"2016-11-17";2607;4;47;150;145;"12:44:00";"SAO";"LIM";137;1;5
"1476";"LIMA - SAO PAULO";"2016-11-10";2607;4;46;150;147;"12:44:00";"SAO";"LIM";122;5;7
"1477";"LIMA - SAO PAULO";"2016-11-03";2607;4;45;150;148;"12:44:00";"SAO";"LIM";118;3;4
"1478";"LIMA - SAO PAULO";"2016-11-30";2607;3;49;150;135;"12:44:00";"SAO";"LIM";112;0;16
"1479";"LIMA - SAO PAULO";"2016-11-23";2607;3;48;150;144;"12:44:00";"SAO";"LIM";116;3;4
"1480";"LIMA - SAO PAULO";"2016-11-16";2607;3;47;150;138;"12:44:00";"SAO";"LIM";119;1;9
"1481";"LIMA - SAO PAULO";"2016-11-09";2607;3;46;150;138;"12:44:00";"SAO";"LIM";76;2;12
"1482";"LIMA - SAO PAULO";"2016-11-02";2607;3;45;150;137;"12:44:00";"SAO";"LIM";85;7;2
"1483";"LIMA - SAO PAULO";"2016-11-29";2607;2;49;150;151;"12:44:00";"SAO";"LIM";125;3;4
"1484";"LIMA - SAO PAULO";"2016-11-22";2607;2;48;150;144;"12:44:00";"SAO";"LIM";105;1;15
"1485";"LIMA - SAO PAULO";"2016-11-15";2607;2;47;174;138;"12:44:00";"SAO";"LIM";91;1;11
"1486";"LIMA - SAO PAULO";"2016-11-08";2607;2;46;150;147;"12:44:00";"SAO";"LIM";91;0;7
"1487";"LIMA - SAO PAULO";"2016-11-28";2607;1;49;150;149;"12:44:00";"SAO";"LIM";117;5;3
"1488";"LIMA - SAO PAULO";"2016-11-21";2607;1;48;150;116;"12:44:00";"SAO";"LIM";84;4;13
"1489";"LIMA - SAO PAULO";"2016-11-14";2607;1;47;150;142;"12:44:00";"SAO";"LIM";102;2;11
"1490";"LIMA - SAO PAULO";"2016-11-07";2607;1;46;150;135;"12:44:00";"SAO";"LIM";95;3;7
"1491";"LIMA - SAO PAULO";"2016-11-27";2608;7;48;150;120;"08:30:00";"LIM";"SAO";75;7;25
"1492";"LIMA - SAO PAULO";"2016-11-20";2608;7;47;150;87;"08:30:00";"LIM";"SAO";68;1;63
"1493";"LIMA - SAO PAULO";"2016-11-13";2608;7;46;150;91;"08:30:00";"LIM";"SAO";73;5;20
"1494";"LIMA - SAO PAULO";"2016-11-06";2608;7;45;150;106;"08:30:00";"LIM";"SAO";71;1;23
"1495";"LIMA - SAO PAULO";"2016-11-26";2608;6;48;150;105;"08:30:00";"LIM";"SAO";87;0;42
"1496";"LIMA - SAO PAULO";"2016-11-19";2608;6;47;150;122;"08:30:00";"LIM";"SAO";109;2;24
"1497";"LIMA - SAO PAULO";"2016-11-12";2608;6;46;150;98;"08:30:00";"LIM";"SAO";84;4;52
"1498";"LIMA - SAO PAULO";"2016-11-05";2608;6;45;150;64;"08:30:00";"LIM";"SAO";58;7;80
"1499";"LIMA - SAO PAULO";"2016-11-25";2608;5;48;150;125;"08:30:00";"LIM";"SAO";101;3;24
"1500";"LIMA - SAO PAULO";"2016-11-18";2608;5;47;150;118;"08:30:00";"LIM";"SAO";100;0;26
"1501";"LIMA - SAO PAULO";"2016-11-11";2608;5;46;150;127;"08:30:00";"LIM";"SAO";97;1;23
"1502";"LIMA - SAO PAULO";"2016-11-04";2608;5;45;150;125;"08:30:00";"LIM";"SAO";110;8;30
"1503";"LIMA - SAO PAULO";"2016-12-01";2608;4;49;150;63;"08:30:00";"LIM";"SAO";47;5;27
"1504";"LIMA - SAO PAULO";"2016-11-24";2608;4;48;150;119;"08:30:00";"LIM";"SAO";87;1;33
"1505";"LIMA - SAO PAULO";"2016-11-17";2608;4;47;150;113;"08:30:00";"LIM";"SAO";84;6;36
"1506";"LIMA - SAO PAULO";"2016-11-10";2608;4;46;150;115;"08:30:00";"LIM";"SAO";83;8;34
"1507";"LIMA - SAO PAULO";"2016-11-03";2608;4;45;150;106;"08:30:00";"LIM";"SAO";91;2;37
"1508";"LIMA - SAO PAULO";"2016-11-30";2608;3;49;150;92;"08:30:00";"LIM";"SAO";75;5;49
"1509";"LIMA - SAO PAULO";"2016-11-23";2608;3;48;150;118;"08:30:00";"LIM";"SAO";97;4;33
"1510";"LIMA - SAO PAULO";"2016-11-16";2608;3;47;150;101;"08:30:00";"LIM";"SAO";79;3;45
"1511";"LIMA - SAO PAULO";"2016-11-09";2608;3;46;150;119;"08:30:00";"LIM";"SAO";105;1;27
"1512";"LIMA - SAO PAULO";"2016-11-02";2608;3;45;150;141;"08:30:00";"LIM";"SAO";104;2;14
"1513";"LIMA - SAO PAULO";"2016-11-29";2608;2;49;150;89;"08:30:00";"LIM";"SAO";70;3;59
"1514";"LIMA - SAO PAULO";"2016-11-22";2608;2;48;150;91;"08:30:00";"LIM";"SAO";67;1;59
"1515";"LIMA - SAO PAULO";"2016-11-15";2608;2;47;174;150;"08:30:00";"LIM";"SAO";108;14;17
"1516";"LIMA - SAO PAULO";"2016-11-08";2608;2;46;150;139;"08:30:00";"LIM";"SAO";71;0;8
"1517";"LIMA - SAO PAULO";"2016-11-28";2608;1;49;150;119;"08:30:00";"LIM";"SAO";107;6;30
"1518";"LIMA - SAO PAULO";"2016-11-21";2608;1;48;150;129;"08:30:00";"LIM";"SAO";89;5;22
"1519";"LIMA - SAO PAULO";"2016-11-14";2608;1;47;150;130;"08:30:00";"LIM";"SAO";99;5;20
"1520";"LIMA - SAO PAULO";"2016-11-07";2608;1;46;150;136;"08:30:00";"LIM";"SAO";92;2;17
"1521";"LIMA - SAO PAULO";"2017-06-25";2553;7;25;174;157;"18:59:00";"SAO";"LIM";122;6;6
"1522";"LIMA - SAO PAULO";"2017-06-18";2553;7;24;174;159;"18:59:00";"SAO";"LIM";132;7;10
"1523";"LIMA - SAO PAULO";"2017-06-11";2553;7;23;174;170;"18:59:00";"SAO";"LIM";140;12;4
"1524";"LIMA - SAO PAULO";"2017-06-04";2553;7;22;174;167;"18:59:00";"SAO";"LIM";136;5;6
"1525";"LIMA - SAO PAULO";"2017-07-01";2553;6;26;174;155;"18:59:00";"SAO";"LIM";116;10;7
"1526";"LIMA - SAO PAULO";"2017-06-24";2553;6;25;174;164;"18:59:00";"SAO";"LIM";132;6;1
"1527";"LIMA - SAO PAULO";"2017-06-17";2553;6;24;174;168;"18:59:00";"SAO";"LIM";128;3;2
"1528";"LIMA - SAO PAULO";"2017-06-10";2553;6;23;174;166;"18:59:00";"SAO";"LIM";133;4;22
"1529";"LIMA - SAO PAULO";"2017-06-03";2553;6;22;174;128;"18:59:00";"SAO";"LIM";116;4;8
"1530";"LIMA - SAO PAULO";"2017-06-30";2553;5;26;150;146;"18:59:00";"SAO";"LIM";109;8;4
"1531";"LIMA - SAO PAULO";"2017-06-23";2553;5;25;150;145;"18:59:00";"SAO";"LIM";104;3;5
"1532";"LIMA - SAO PAULO";"2017-06-16";2553;5;24;150;141;"18:59:00";"SAO";"LIM";115;2;9
"1533";"LIMA - SAO PAULO";"2017-06-09";2553;5;23;150;142;"18:59:00";"SAO";"LIM";110;3;3
"1534";"LIMA - SAO PAULO";"2017-06-02";2553;5;22;150;139;"18:59:00";"SAO";"LIM";100;1;9
"1535";"LIMA - SAO PAULO";"2017-06-29";2553;4;26;150;148;"18:59:00";"SAO";"LIM";113;4;5
"1536";"LIMA - SAO PAULO";"2017-06-22";2553;4;25;150;147;"18:59:00";"SAO";"LIM";120;3;4
"1537";"LIMA - SAO PAULO";"2017-06-15";2553;4;24;150;137;"18:59:00";"SAO";"LIM";97;3;3
"1538";"LIMA - SAO PAULO";"2017-06-08";2553;4;23;150;142;"18:59:00";"SAO";"LIM";111;1;3
"1539";"LIMA - SAO PAULO";"2017-06-28";2553;3;26;150;140;"18:59:00";"SAO";"LIM";125;4;16
"1540";"LIMA - SAO PAULO";"2017-06-21";2553;3;25;150;133;"18:59:00";"SAO";"LIM";108;2;11
"1541";"LIMA - SAO PAULO";"2017-06-14";2553;3;24;150;139;"18:59:00";"SAO";"LIM";124;3;8
"1542";"LIMA - SAO PAULO";"2017-06-07";2553;3;23;150;139;"18:59:00";"SAO";"LIM";119;7;7
"1543";"LIMA - SAO PAULO";"2017-06-27";2553;2;26;150;148;"18:59:00";"SAO";"LIM";111;7;7
"1544";"LIMA - SAO PAULO";"2017-06-20";2553;2;25;150;140;"18:59:00";"SAO";"LIM";96;1;6
"1545";"LIMA - SAO PAULO";"2017-06-13";2553;2;24;150;126;"18:59:00";"SAO";"LIM";106;4;5
"1546";"LIMA - SAO PAULO";"2017-06-06";2553;2;23;150;131;"18:59:00";"SAO";"LIM";107;7;5
"1547";"LIMA - SAO PAULO";"2017-06-26";2553;1;26;150;104;"18:59:00";"SAO";"LIM";66;10;4
"1548";"LIMA - SAO PAULO";"2017-06-19";2553;1;25;150;139;"18:59:00";"SAO";"LIM";84;6;9
"1549";"LIMA - SAO PAULO";"2017-06-12";2553;1;24;174;154;"18:59:00";"SAO";"LIM";122;3;6
"1550";"LIMA - SAO PAULO";"2017-06-05";2553;1;23;150;122;"18:59:00";"SAO";"LIM";99;6;1
"1551";"LIMA - SAO PAULO";"2017-06-25";2554;7;25;174;148;"12:51:00";"LIM";"SAO";116;4;13
"1552";"LIMA - SAO PAULO";"2017-06-18";2554;7;24;174;128;"12:51:00";"LIM";"SAO";94;3;20
"1553";"LIMA - SAO PAULO";"2017-06-11";2554;7;23;174;148;"12:51:00";"LIM";"SAO";112;4;13
"1554";"LIMA - SAO PAULO";"2017-06-04";2554;7;22;174;163;"12:51:00";"LIM";"SAO";116;7;8
"1555";"LIMA - SAO PAULO";"2017-07-01";2554;6;26;174;155;"12:51:00";"LIM";"SAO";138;2;14
"1556";"LIMA - SAO PAULO";"2017-06-24";2554;6;25;174;151;"12:51:00";"LIM";"SAO";126;8;7
"1557";"LIMA - SAO PAULO";"2017-06-17";2554;6;24;174;158;"12:51:00";"LIM";"SAO";143;8;9
"1558";"LIMA - SAO PAULO";"2017-06-10";2554;6;23;174;145;"12:51:00";"LIM";"SAO";106;1;20
"1559";"LIMA - SAO PAULO";"2017-06-03";2554;6;22;174;144;"12:51:00";"LIM";"SAO";126;1;16
"1560";"LIMA - SAO PAULO";"2017-06-30";2554;5;26;150;140;"12:50:00";"LIM";"SAO";89;28;8
"1561";"LIMA - SAO PAULO";"2017-06-23";2554;5;25;150;131;"12:50:00";"LIM";"SAO";106;0;11
"1562";"LIMA - SAO PAULO";"2017-06-16";2554;5;24;150;125;"12:50:00";"LIM";"SAO";108;1;22
"1563";"LIMA - SAO PAULO";"2017-06-09";2554;5;23;150;109;"12:50:00";"LIM";"SAO";81;1;10
"1564";"LIMA - SAO PAULO";"2017-06-02";2554;5;22;150;122;"12:50:00";"LIM";"SAO";104;2;31
"1565";"LIMA - SAO PAULO";"2017-06-29";2554;4;26;150;134;"12:50:00";"LIM";"SAO";114;1;5
"1566";"LIMA - SAO PAULO";"2017-06-22";2554;4;25;150;99;"12:50:00";"LIM";"SAO";80;1;42
"1567";"LIMA - SAO PAULO";"2017-06-15";2554;4;24;150;108;"12:50:00";"LIM";"SAO";95;5;44
"1568";"LIMA - SAO PAULO";"2017-06-08";2554;4;23;150;129;"12:50:00";"LIM";"SAO";101;4;18
"1569";"LIMA - SAO PAULO";"2017-06-28";2554;3;26;150;126;"12:50:00";"LIM";"SAO";74;1;17
"1570";"LIMA - SAO PAULO";"2017-06-21";2554;3;25;150;86;"12:50:00";"LIM";"SAO";71;1;30
"1571";"LIMA - SAO PAULO";"2017-06-14";2554;3;24;150;98;"12:50:00";"LIM";"SAO";68;2;16
"1572";"LIMA - SAO PAULO";"2017-06-07";2554;3;23;150;125;"12:50:00";"LIM";"SAO";93;3;13
"1573";"LIMA - SAO PAULO";"2017-06-27";2554;2;26;150;133;"12:50:00";"LIM";"SAO";113;2;19
"1574";"LIMA - SAO PAULO";"2017-06-20";2554;2;25;150;100;"12:50:00";"LIM";"SAO";81;0;12
"1575";"LIMA - SAO PAULO";"2017-06-13";2554;2;24;150;120;"12:50:00";"LIM";"SAO";93;1;13
"1576";"LIMA - SAO PAULO";"2017-06-06";2554;2;23;150;133;"12:50:00";"LIM";"SAO";113;2;7
"1577";"LIMA - SAO PAULO";"2017-06-26";2554;1;26;150;87;"12:50:00";"LIM";"SAO";67;0;36
"1578";"LIMA - SAO PAULO";"2017-06-19";2554;1;25;150;114;"12:50:00";"LIM";"SAO";81;0;28
"1579";"LIMA - SAO PAULO";"2017-06-12";2554;1;24;174;116;"12:50:00";"LIM";"SAO";81;7;20
"1580";"LIMA - SAO PAULO";"2017-06-05";2554;1;23;150;123;"12:50:00";"LIM";"SAO";71;3;21
"1581";"LIMA - SAO PAULO";"2017-06-25";2607;7;25;150;139;"13:00:00";"SAO";"LIM";109;1;8
"1582";"LIMA - SAO PAULO";"2017-06-18";2607;7;24;150;142;"13:00:00";"SAO";"LIM";94;5;7
"1583";"LIMA - SAO PAULO";"2017-06-11";2607;7;23;150;149;"13:00:00";"SAO";"LIM";119;8;3
"1584";"LIMA - SAO PAULO";"2017-06-04";2607;7;22;150;140;"13:00:00";"SAO";"LIM";100;2;6
"1585";"LIMA - SAO PAULO";"2017-07-01";2607;6;26;150;138;"13:00:00";"SAO";"LIM";103;0;11
"1586";"LIMA - SAO PAULO";"2017-06-24";2607;6;25;150;144;"13:00:00";"SAO";"LIM";127;4;6
"1587";"LIMA - SAO PAULO";"2017-06-17";2607;6;24;150;138;"13:00:00";"SAO";"LIM";104;7;9
"1588";"LIMA - SAO PAULO";"2017-06-10";2607;6;23;150;126;"13:00:00";"SAO";"LIM";83;4;18
"1589";"LIMA - SAO PAULO";"2017-06-03";2607;6;22;150;122;"13:00:00";"SAO";"LIM";81;8;4
"1590";"LIMA - SAO PAULO";"2017-06-30";2607;5;26;150;138;"13:00:00";"SAO";"LIM";114;1;5
"1591";"LIMA - SAO PAULO";"2017-06-23";2607;5;25;150;146;"13:00:00";"SAO";"LIM";123;3;7
"1592";"LIMA - SAO PAULO";"2017-06-16";2607;5;24;150;144;"13:00:00";"SAO";"LIM";116;0;6
"1593";"LIMA - SAO PAULO";"2017-06-09";2607;5;23;150;143;"13:00:00";"SAO";"LIM";91;15;5
"1594";"LIMA - SAO PAULO";"2017-06-02";2607;5;22;150;150;"13:00:00";"SAO";"LIM";52;6;0
"1595";"LIMA - SAO PAULO";"2017-06-29";2607;4;26;150;130;"13:00:00";"SAO";"LIM";104;1;13
"1596";"LIMA - SAO PAULO";"2017-06-22";2607;4;25;150;133;"13:00:00";"SAO";"LIM";106;0;17
"1597";"LIMA - SAO PAULO";"2017-06-15";2607;4;24;150;146;"13:00:00";"SAO";"LIM";118;0;2
"1598";"LIMA - SAO PAULO";"2017-06-08";2607;4;23;150;134;"13:00:00";"SAO";"LIM";90;2;14
"1599";"LIMA - SAO PAULO";"2017-06-28";2607;3;26;150;137;"13:00:00";"SAO";"LIM";117;2;15
"1600";"LIMA - SAO PAULO";"2017-06-21";2607;3;25;150;136;"13:00:00";"SAO";"LIM";109;7;11
"1601";"LIMA - SAO PAULO";"2017-06-14";2607;3;24;150;149;"13:00:00";"SAO";"LIM";125;2;5
"1602";"LIMA - SAO PAULO";"2017-06-07";2607;3;23;150;137;"13:00:00";"SAO";"LIM";94;4;9
"1603";"LIMA - SAO PAULO";"2017-06-27";2607;2;26;150;152;"13:00:00";"SAO";"LIM";131;3;9
"1604";"LIMA - SAO PAULO";"2017-06-20";2607;2;25;150;149;"13:00:00";"SAO";"LIM";127;3;5
"1605";"LIMA - SAO PAULO";"2017-06-13";2607;2;24;150;130;"13:00:00";"SAO";"LIM";102;0;19
"1606";"LIMA - SAO PAULO";"2017-06-06";2607;2;23;150;110;"13:00:00";"SAO";"LIM";91;0;8
"1607";"LIMA - SAO PAULO";"2017-06-26";2607;1;26;150;140;"13:00:00";"SAO";"LIM";95;1;9
"1608";"LIMA - SAO PAULO";"2017-06-19";2607;1;25;150;146;"13:00:00";"SAO";"LIM";119;4;4
"1609";"LIMA - SAO PAULO";"2017-06-12";2607;1;24;150;131;"13:00:00";"SAO";"LIM";81;2;13
"1610";"LIMA - SAO PAULO";"2017-06-05";2607;1;23;150;125;"13:00:00";"SAO";"LIM";86;0;15
"1611";"LIMA - SAO PAULO";"2017-06-25";2608;7;25;150;131;"08:28:00";"LIM";"SAO";85;5;12
"1612";"LIMA - SAO PAULO";"2017-06-18";2608;7;24;150;122;"08:28:00";"LIM";"SAO";88;0;15
"1613";"LIMA - SAO PAULO";"2017-06-11";2608;7;23;150;117;"08:28:00";"LIM";"SAO";78;8;21
"1614";"LIMA - SAO PAULO";"2017-06-04";2608;7;22;150;123;"08:28:00";"LIM";"SAO";86;0;12
"1615";"LIMA - SAO PAULO";"2017-07-01";2608;6;26;150;101;"08:28:00";"LIM";"SAO";78;4;7
"1616";"LIMA - SAO PAULO";"2017-06-24";2608;6;25;150;136;"08:28:00";"LIM";"SAO";116;2;19
"1617";"LIMA - SAO PAULO";"2017-06-17";2608;6;24;150;142;"08:28:00";"LIM";"SAO";119;8;15
"1618";"LIMA - SAO PAULO";"2017-06-10";2608;6;23;150;134;"08:28:00";"LIM";"SAO";115;0;11
"1619";"LIMA - SAO PAULO";"2017-06-03";2608;6;22;150;134;"08:28:00";"LIM";"SAO";112;1;17
"1620";"LIMA - SAO PAULO";"2017-06-30";2608;5;26;150;136;"08:28:00";"LIM";"SAO";75;11;11
"1621";"LIMA - SAO PAULO";"2017-06-23";2608;5;25;150;126;"08:28:00";"LIM";"SAO";86;11;8
"1622";"LIMA - SAO PAULO";"2017-06-16";2608;5;24;150;114;"08:28:00";"LIM";"SAO";79;1;21
"1623";"LIMA - SAO PAULO";"2017-06-09";2608;5;23;150;110;"08:28:00";"LIM";"SAO";79;1;7
"1624";"LIMA - SAO PAULO";"2017-06-02";2608;5;22;150;140;"08:28:00";"LIM";"SAO";106;0;5
"1625";"LIMA - SAO PAULO";"2017-06-29";2608;4;26;150;141;"08:28:00";"LIM";"SAO";118;5;8
"1626";"LIMA - SAO PAULO";"2017-06-22";2608;4;25;150;133;"08:28:00";"LIM";"SAO";118;1;19
"1627";"LIMA - SAO PAULO";"2017-06-15";2608;4;24;150;118;"08:28:00";"LIM";"SAO";91;2;23
"1628";"LIMA - SAO PAULO";"2017-06-08";2608;4;23;150;127;"08:28:00";"LIM";"SAO";92;5;12
"1629";"LIMA - SAO PAULO";"2017-06-28";2608;3;26;150;124;"08:28:00";"LIM";"SAO";102;7;22
"1630";"LIMA - SAO PAULO";"2017-06-21";2608;3;25;150;86;"08:28:00";"LIM";"SAO";68;4;44
"1631";"LIMA - SAO PAULO";"2017-06-14";2608;3;24;150;106;"08:28:00";"LIM";"SAO";84;2;19
"1632";"LIMA - SAO PAULO";"2017-06-07";2608;3;23;150;117;"08:28:00";"LIM";"SAO";93;2;23
"1633";"LIMA - SAO PAULO";"2017-06-27";2608;2;26;150;126;"08:28:00";"LIM";"SAO";106;1;21
"1634";"LIMA - SAO PAULO";"2017-06-20";2608;2;25;150;88;"08:28:00";"LIM";"SAO";65;2;11
"1635";"LIMA - SAO PAULO";"2017-06-13";2608;2;24;150;124;"08:28:00";"LIM";"SAO";112;0;16
"1636";"LIMA - SAO PAULO";"2017-06-06";2608;2;23;150;129;"08:28:00";"LIM";"SAO";82;10;12
"1637";"LIMA - SAO PAULO";"2017-06-26";2608;1;26;150;113;"08:28:00";"LIM";"SAO";89;6;23
"1638";"LIMA - SAO PAULO";"2017-06-19";2608;1;25;150;118;"08:28:00";"LIM";"SAO";84;2;17
"1639";"LIMA - SAO PAULO";"2017-06-12";2608;1;24;150;96;"08:28:00";"LIM";"SAO";79;2;21
"1640";"LIMA - SAO PAULO";"2017-06-05";2608;1;23;150;106;"08:28:00";"LIM";"SAO";77;0;16
"1641";"LIMA - SAO PAULO";"2017-05-28";2553;7;21;174;158;"18:59:00";"SAO";"LIM";123;11;11
"1642";"LIMA - SAO PAULO";"2017-05-21";2553;7;20;174;160;"18:59:00";"SAO";"LIM";118;3;9
"1643";"LIMA - SAO PAULO";"2017-05-14";2553;7;19;174;168;"18:59:00";"SAO";"LIM";131;5;4
"1644";"LIMA - SAO PAULO";"2017-05-07";2553;7;18;174;159;"18:59:00";"SAO";"LIM";113;3;6
"1645";"LIMA - SAO PAULO";"2017-05-27";2553;6;21;174;152;"18:59:00";"SAO";"LIM";125;6;0
"1646";"LIMA - SAO PAULO";"2017-05-20";2553;6;20;174;169;"18:59:00";"SAO";"LIM";152;4;0
"1647";"LIMA - SAO PAULO";"2017-05-13";2553;6;19;174;164;"18:59:00";"SAO";"LIM";110;5;7
"1648";"LIMA - SAO PAULO";"2017-05-06";2553;6;18;174;162;"18:59:00";"SAO";"LIM";138;3;4
"1649";"LIMA - SAO PAULO";"2017-05-26";2553;5;21;150;142;"18:59:00";"SAO";"LIM";91;4;10
"1650";"LIMA - SAO PAULO";"2017-05-19";2553;5;20;220;140;"18:59:00";"SAO";"LIM";101;3;9
"1651";"LIMA - SAO PAULO";"2017-05-12";2553;5;19;174;163;"18:59:00";"SAO";"LIM";103;5;1
"1652";"LIMA - SAO PAULO";"2017-05-05";2553;5;18;150;136;"18:59:00";"SAO";"LIM";103;1;8
"1653";"LIMA - SAO PAULO";"2017-06-01";2553;4;22;150;148;"18:59:00";"SAO";"LIM";120;4;4
"1654";"LIMA - SAO PAULO";"2017-05-25";2553;4;21;150;152;"18:59:00";"SAO";"LIM";124;6;1
"1655";"LIMA - SAO PAULO";"2017-05-18";2553;4;20;150;145;"18:59:00";"SAO";"LIM";126;2;3
"1656";"LIMA - SAO PAULO";"2017-05-11";2553;4;19;220;153;"18:59:00";"SAO";"LIM";126;5;4
"1657";"LIMA - SAO PAULO";"2017-05-04";2553;4;18;150;143;"18:59:00";"SAO";"LIM";123;2;5
"1658";"LIMA - SAO PAULO";"2017-05-31";2553;3;22;150;139;"18:59:00";"SAO";"LIM";124;2;10
"1659";"LIMA - SAO PAULO";"2017-05-24";2553;3;21;150;141;"18:59:00";"SAO";"LIM";130;3;10
"1660";"LIMA - SAO PAULO";"2017-05-17";2553;3;20;126;122;"18:59:00";"SAO";"LIM";117;2;6
"1661";"LIMA - SAO PAULO";"2017-05-10";2553;3;19;150;137;"18:59:00";"SAO";"LIM";111;16;12
"1662";"LIMA - SAO PAULO";"2017-05-03";2553;3;18;150;127;"18:59:00";"SAO";"LIM";101;4;7
"1663";"LIMA - SAO PAULO";"2017-05-30";2553;2;22;150;140;"18:59:00";"SAO";"LIM";117;0;8
"1664";"LIMA - SAO PAULO";"2017-05-23";2553;2;21;150;149;"18:59:00";"SAO";"LIM";109;11;2
"1665";"LIMA - SAO PAULO";"2017-05-16";2553;2;20;174;149;"18:59:00";"SAO";"LIM";125;2;4
"1666";"LIMA - SAO PAULO";"2017-05-09";2553;2;19;220;142;"18:59:00";"SAO";"LIM";112;4;5
"1667";"LIMA - SAO PAULO";"2017-05-02";2553;2;18;150;145;"18:59:00";"SAO";"LIM";110;0;4
"1668";"LIMA - SAO PAULO";"2017-05-29";2553;1;22;150;110;"18:59:00";"SAO";"LIM";87;4;2
"1669";"LIMA - SAO PAULO";"2017-05-22";2553;1;21;150;143;"18:59:00";"SAO";"LIM";111;0;3
"1670";"LIMA - SAO PAULO";"2017-05-15";2553;1;20;150;91;"18:59:00";"SAO";"LIM";68;8;2
"1671";"LIMA - SAO PAULO";"2017-05-08";2553;1;19;220;149;"18:59:00";"SAO";"LIM";118;8;6
"1672";"LIMA - SAO PAULO";"2017-05-28";2554;7;21;174;141;"12:50:00";"LIM";"SAO";97;7;29
"1673";"LIMA - SAO PAULO";"2017-05-21";2554;7;20;174;150;"12:50:00";"LIM";"SAO";108;4;18
"1674";"LIMA - SAO PAULO";"2017-05-14";2554;7;19;174;164;"12:50:00";"LIM";"SAO";119;9;6
"1675";"LIMA - SAO PAULO";"2017-05-07";2554;7;18;174;162;"12:50:00";"LIM";"SAO";114;1;9
"1676";"LIMA - SAO PAULO";"2017-05-27";2554;6;21;174;101;"12:50:00";"LIM";"SAO";66;2;36
"1677";"LIMA - SAO PAULO";"2017-05-20";2554;6;20;174;159;"12:50:00";"LIM";"SAO";129;5;15
"1678";"LIMA - SAO PAULO";"2017-05-13";2554;6;19;174;160;"12:50:00";"LIM";"SAO";117;7;16
