"ruta";"fecha";"vuelo";"dia_sem";"sem_anio";"asientos";"pasajeros";"hora_despegue";"origen";"destino";"pasajero_conexion";"pasajero_negocio";"pasajeros_noshow"
"735";"LIMA - SAO PAULO";"2016-06-25";2553;6;26;150;148;"19:00:00";"SAO";"LIM";105;2;2
"736";"LIMA - SAO PAULO";"2016-06-18";2553;6;25;174;154;"19:00:00";"SAO";"LIM";141;0;4
"737";"LIMA - SAO PAULO";"2016-06-11";2553;6;24;150;152;"19:00:00";"SAO";"LIM";125;1;3
"738";"LIMA - SAO PAULO";"2016-06-04";2553;6;23;150;132;"19:00:00";"SAO";"LIM";109;1;2
"739";"LIMA - SAO PAULO";"2016-07-01";2553;5;27;150;149;"19:00:00";"SAO";"LIM";136;1;17
"740";"LIMA - SAO PAULO";"2016-06-24";2553;5;26;150;140;"19:00:00";"SAO";"LIM";116;3;10
"741";"LIMA - SAO PAULO";"2016-06-17";2553;5;25;150;148;"19:00:00";"SAO";"LIM";121;2;5
"742";"LIMA - SAO PAULO";"2016-06-10";2553;5;24;150;141;"19:00:00";"SAO";"LIM";118;9;10
"743";"LIMA - SAO PAULO";"2016-06-03";2553;5;23;150;148;"19:00:00";"SAO";"LIM";122;6;9
"744";"LIMA - SAO PAULO";"2016-06-30";2553;4;27;150;112;"19:00:00";"SAO";"LIM";90;1;4
"745";"LIMA - SAO PAULO";"2016-06-23";2553;4;26;150;146;"19:00:00";"SAO";"LIM";122;5;4
"746";"LIMA - SAO PAULO";"2016-06-16";2553;4;25;150;142;"19:00:00";"SAO";"LIM";121;0;7
"747";"LIMA - SAO PAULO";"2016-06-09";2553;4;24;150;134;"19:00:00";"SAO";"LIM";106;2;1
"748";"LIMA - SAO PAULO";"2016-06-02";2553;4;23;150;150;"19:00:00";"SAO";"LIM";117;10;3
"749";"LIMA - SAO PAULO";"2016-06-29";2553;3;27;150;142;"19:00:00";"SAO";"LIM";130;1;7
"750";"LIMA - SAO PAULO";"2016-06-22";2553;3;26;150;135;"19:00:00";"SAO";"LIM";116;10;15
"751";"LIMA - SAO PAULO";"2016-06-15";2553;3;25;150;140;"19:00:00";"SAO";"LIM";120;2;6
"752";"LIMA - SAO PAULO";"2016-06-08";2553;3;24;150;130;"19:00:00";"SAO";"LIM";112;7;5
"753";"LIMA - SAO PAULO";"2016-06-28";2553;2;27;150;150;"19:00:00";"SAO";"LIM";121;3;4
"754";"LIMA - SAO PAULO";"2016-06-21";2553;2;26;150;138;"19:00:00";"SAO";"LIM";103;3;8
"755";"LIMA - SAO PAULO";"2016-06-14";2553;2;25;150;144;"19:00:00";"SAO";"LIM";108;1;6
"756";"LIMA - SAO PAULO";"2016-06-07";2553;2;24;126;124;"19:00:00";"SAO";"LIM";91;5;2
"757";"LIMA - SAO PAULO";"2016-06-27";2553;1;27;150;145;"19:00:00";"SAO";"LIM";83;2;6
"758";"LIMA - SAO PAULO";"2016-06-20";2553;1;26;150;146;"19:00:00";"SAO";"LIM";105;5;4
"759";"LIMA - SAO PAULO";"2016-06-13";2553;1;25;150;144;"19:00:00";"SAO";"LIM";117;0;8
"760";"LIMA - SAO PAULO";"2016-06-06";2553;1;24;150;127;"19:00:00";"SAO";"LIM";85;11;3
"761";"LIMA - SAO PAULO";"2016-06-26";2554;7;26;150;84;"12:51:00";"LIM";"SAO";55;6;36
"762";"LIMA - SAO PAULO";"2016-06-19";2554;7;25;174;134;"12:51:00";"LIM";"SAO";97;3;22
"763";"LIMA - SAO PAULO";"2016-06-12";2554;7;24;150;95;"12:51:00";"LIM";"SAO";75;0;11
"764";"LIMA - SAO PAULO";"2016-06-05";2554;7;23;150;129;"12:51:00";"LIM";"SAO";68;1;13
"765";"LIMA - SAO PAULO";"2016-06-25";2554;6;26;150;112;"12:51:00";"LIM";"SAO";100;4;12
"766";"LIMA - SAO PAULO";"2016-06-18";2554;6;25;174;105;"12:51:00";"LIM";"SAO";85;2;20
"767";"LIMA - SAO PAULO";"2016-06-11";2554;6;24;150;134;"12:51:00";"LIM";"SAO";129;0;11
"768";"LIMA - SAO PAULO";"2016-06-04";2554;6;23;150;123;"12:51:00";"LIM";"SAO";99;1;33
"769";"LIMA - SAO PAULO";"2016-07-01";2554;5;27;150;122;"12:51:00";"LIM";"SAO";99;4;9
"770";"LIMA - SAO PAULO";"2016-06-24";2554;5;26;150;116;"12:51:00";"LIM";"SAO";99;0;11
"771";"LIMA - SAO PAULO";"2016-06-17";2554;5;25;150;100;"12:51:00";"LIM";"SAO";71;0;27
"772";"LIMA - SAO PAULO";"2016-06-10";2554;5;24;150;122;"12:51:00";"LIM";"SAO";100;4;8
"773";"LIMA - SAO PAULO";"2016-06-03";2554;5;23;150;118;"12:51:00";"LIM";"SAO";95;1;23
"774";"LIMA - SAO PAULO";"2016-06-30";2554;4;27;150;143;"12:51:00";"LIM";"SAO";98;1;5
"775";"LIMA - SAO PAULO";"2016-06-23";2554;4;26;150;126;"12:51:00";"LIM";"SAO";114;4;6
"776";"LIMA - SAO PAULO";"2016-06-16";2554;4;25;150;78;"12:51:00";"LIM";"SAO";58;1;42
"777";"LIMA - SAO PAULO";"2016-06-09";2554;4;24;150;84;"12:51:00";"LIM";"SAO";64;5;27
"778";"LIMA - SAO PAULO";"2016-06-02";2554;4;23;150;122;"12:51:00";"LIM";"SAO";101;3;36
"779";"LIMA - SAO PAULO";"2016-06-29";2554;3;27;150;143;"12:51:00";"LIM";"SAO";109;0;5
"780";"LIMA - SAO PAULO";"2016-06-22";2554;3;26;150;132;"12:51:00";"LIM";"SAO";98;2;6
"781";"LIMA - SAO PAULO";"2016-06-15";2554;3;25;150;81;"12:51:00";"LIM";"SAO";64;0;11
"782";"LIMA - SAO PAULO";"2016-06-08";2554;3;24;150;83;"12:51:00";"LIM";"SAO";68;4;24
"783";"LIMA - SAO PAULO";"2016-06-28";2554;2;27;150;114;"12:51:00";"LIM";"SAO";91;1;32
"784";"LIMA - SAO PAULO";"2016-06-21";2554;2;26;150;125;"12:51:00";"LIM";"SAO";94;5;14
"785";"LIMA - SAO PAULO";"2016-06-14";2554;2;25;150;70;"12:51:00";"LIM";"SAO";56;0;26
"786";"LIMA - SAO PAULO";"2016-06-07";2554;2;24;126;89;"12:51:00";"LIM";"SAO";62;0;29
"787";"LIMA - SAO PAULO";"2016-06-27";2554;1;27;150;120;"12:51:00";"LIM";"SAO";88;5;26
"788";"LIMA - SAO PAULO";"2016-06-20";2554;1;26;150;141;"12:51:00";"LIM";"SAO";108;2;5
"789";"LIMA - SAO PAULO";"2016-06-13";2554;1;25;150;118;"12:51:00";"LIM";"SAO";92;1;25
"790";"LIMA - SAO PAULO";"2016-06-06";2554;1;24;150;113;"12:51:00";"LIM";"SAO";100;0;17
"791";"LIMA - SAO PAULO";"2016-06-26";2607;7;26;150;102;"12:44:00";"SAO";"LIM";56;1;5
"792";"LIMA - SAO PAULO";"2016-06-19";2607;7;25;150;146;"12:44:00";"SAO";"LIM";120;2;4
"793";"LIMA - SAO PAULO";"2016-06-12";2607;7;24;150;139;"12:44:00";"SAO";"LIM";96;1;5
"794";"LIMA - SAO PAULO";"2016-06-05";2607;7;23;150;147;"12:44:00";"SAO";"LIM";66;3;2
"795";"LIMA - SAO PAULO";"2016-06-25";2607;6;26;150;112;"12:44:00";"SAO";"LIM";75;2;7
"796";"LIMA - SAO PAULO";"2016-06-18";2607;6;25;150;143;"12:44:00";"SAO";"LIM";114;2;6
"797";"LIMA - SAO PAULO";"2016-06-11";2607;6;24;150;131;"12:44:00";"SAO";"LIM";64;7;7
"798";"LIMA - SAO PAULO";"2016-06-04";2607;6;23;150;146;"12:44:00";"SAO";"LIM";88;1;8
"799";"LIMA - SAO PAULO";"2016-07-01";2607;5;27;150;142;"12:44:00";"SAO";"LIM";106;2;16
"800";"LIMA - SAO PAULO";"2016-06-24";2607;5;26;150;127;"12:44:00";"SAO";"LIM";99;3;10
"801";"LIMA - SAO PAULO";"2016-06-17";2607;5;25;150;144;"12:44:00";"SAO";"LIM";116;18;6
"802";"LIMA - SAO PAULO";"2016-06-10";2607;5;24;150;146;"12:44:00";"SAO";"LIM";105;1;7
"803";"LIMA - SAO PAULO";"2016-06-03";2607;5;23;150;142;"12:44:00";"SAO";"LIM";113;0;9
"804";"LIMA - SAO PAULO";"2016-06-30";2607;4;27;150;145;"12:44:00";"SAO";"LIM";115;2;12
"805";"LIMA - SAO PAULO";"2016-06-23";2607;4;26;126;128;"12:44:00";"SAO";"LIM";86;6;5
"806";"LIMA - SAO PAULO";"2016-06-16";2607;4;25;150;150;"12:44:00";"SAO";"LIM";130;2;6
"807";"LIMA - SAO PAULO";"2016-06-09";2607;4;24;150;140;"12:44:00";"SAO";"LIM";120;2;6
"808";"LIMA - SAO PAULO";"2016-06-02";2607;4;23;150;141;"12:44:00";"SAO";"LIM";93;2;7
"809";"LIMA - SAO PAULO";"2016-06-29";2607;3;27;150;142;"12:44:00";"SAO";"LIM";74;0;11
"810";"LIMA - SAO PAULO";"2016-06-22";2607;3;26;150;144;"12:44:00";"SAO";"LIM";88;2;7
"811";"LIMA - SAO PAULO";"2016-06-15";2607;3;25;150;141;"12:44:00";"SAO";"LIM";101;5;11
"812";"LIMA - SAO PAULO";"2016-06-08";2607;3;24;150;140;"12:44:00";"SAO";"LIM";83;13;10
"813";"LIMA - SAO PAULO";"2016-06-28";2607;2;27;150;146;"12:44:00";"SAO";"LIM";106;7;6
"814";"LIMA - SAO PAULO";"2016-06-21";2607;2;26;150;142;"12:44:00";"SAO";"LIM";112;1;7
"815";"LIMA - SAO PAULO";"2016-06-14";2607;2;25;150;143;"12:44:00";"SAO";"LIM";128;1;6
"816";"LIMA - SAO PAULO";"2016-06-07";2607;2;24;150;145;"12:44:00";"SAO";"LIM";131;4;3
"817";"LIMA - SAO PAULO";"2016-06-27";2607;1;27;150;149;"12:44:00";"SAO";"LIM";84;3;6
"818";"LIMA - SAO PAULO";"2016-06-20";2607;1;26;150;150;"12:44:00";"SAO";"LIM";107;2;3
"819";"LIMA - SAO PAULO";"2016-06-13";2607;1;25;150;130;"12:44:00";"SAO";"LIM";94;1;6
"820";"LIMA - SAO PAULO";"2016-06-06";2607;1;24;150;148;"12:44:00";"SAO";"LIM";95;3;5
"821";"LIMA - SAO PAULO";"2016-06-26";2608;7;26;150;77;"08:30:00";"LIM";"SAO";51;2;15
"822";"LIMA - SAO PAULO";"2016-06-19";2608;7;25;150;75;"08:30:00";"LIM";"SAO";54;0;16
"823";"LIMA - SAO PAULO";"2016-06-12";2608;7;24;150;107;"08:30:00";"LIM";"SAO";73;1;11
"824";"LIMA - SAO PAULO";"2016-06-05";2608;7;23;150;115;"08:30:00";"LIM";"SAO";83;2;13
"825";"LIMA - SAO PAULO";"2016-06-25";2608;6;26;150;100;"08:30:00";"LIM";"SAO";82;3;5
"826";"LIMA - SAO PAULO";"2016-06-18";2608;6;25;150;117;"08:30:00";"LIM";"SAO";95;2;32
"827";"LIMA - SAO PAULO";"2016-06-11";2608;6;24;150;138;"08:30:00";"LIM";"SAO";106;1;13
"828";"LIMA - SAO PAULO";"2016-06-04";2608;6;23;150;135;"08:30:00";"LIM";"SAO";103;2;13
"829";"LIMA - SAO PAULO";"2016-07-01";2608;5;27;150;113;"08:30:00";"LIM";"SAO";96;11;2
"830";"LIMA - SAO PAULO";"2016-06-24";2608;5;26;150;84;"08:30:00";"LIM";"SAO";56;5;8
"831";"LIMA - SAO PAULO";"2016-06-17";2608;5;25;150;104;"08:30:00";"LIM";"SAO";67;1;3
"832";"LIMA - SAO PAULO";"2016-06-10";2608;5;24;150;109;"08:30:00";"LIM";"SAO";87;1;6
"833";"LIMA - SAO PAULO";"2016-06-03";2608;5;23;150;116;"08:30:00";"LIM";"SAO";75;2;17
"834";"LIMA - SAO PAULO";"2016-06-30";2608;4;27;150;144;"08:30:00";"LIM";"SAO";102;1;7
"835";"LIMA - SAO PAULO";"2016-06-23";2608;4;26;126;99;"08:30:00";"LIM";"SAO";55;2;12
"836";"LIMA - SAO PAULO";"2016-06-16";2608;4;25;150;103;"08:30:00";"LIM";"SAO";77;1;27
"837";"LIMA - SAO PAULO";"2016-06-09";2608;4;24;150;102;"08:30:00";"LIM";"SAO";69;2;10
"838";"LIMA - SAO PAULO";"2016-06-02";2608;4;23;150;111;"08:30:00";"LIM";"SAO";79;2;22
"839";"LIMA - SAO PAULO";"2016-06-29";2608;3;27;150;144;"08:30:00";"LIM";"SAO";128;1;5
"840";"LIMA - SAO PAULO";"2016-06-22";2608;3;26;150;125;"08:30:00";"LIM";"SAO";94;7;12
"841";"LIMA - SAO PAULO";"2016-06-15";2608;3;25;150;105;"08:30:00";"LIM";"SAO";73;9;5
"842";"LIMA - SAO PAULO";"2016-06-08";2608;3;24;150;130;"08:30:00";"LIM";"SAO";99;6;5
"843";"LIMA - SAO PAULO";"2016-06-28";2608;2;27;150;121;"08:30:00";"LIM";"SAO";89;2;17
"844";"LIMA - SAO PAULO";"2016-06-21";2608;2;26;150;118;"08:30:00";"LIM";"SAO";80;0;8
"845";"LIMA - SAO PAULO";"2016-06-14";2608;2;25;150;71;"08:30:00";"LIM";"SAO";52;2;6
"846";"LIMA - SAO PAULO";"2016-06-07";2608;2;24;150;103;"08:30:00";"LIM";"SAO";65;2;12
"847";"LIMA - SAO PAULO";"2016-06-27";2608;1;27;150;130;"08:30:00";"LIM";"SAO";88;7;16
"848";"LIMA - SAO PAULO";"2016-06-20";2608;1;26;150;125;"08:30:00";"LIM";"SAO";97;1;10
"849";"LIMA - SAO PAULO";"2016-06-13";2608;1;25;150;117;"08:30:00";"LIM";"SAO";83;0;21
"850";"LIMA - SAO PAULO";"2016-06-06";2608;1;24;150;102;"08:30:00";"LIM";"SAO";84;0;18
"851";"LIMA - SAO PAULO";"2016-05-22";589;7;21;174;152;"19:00:00";"SAO";"LIM";99;5;0
"852";"LIMA - SAO PAULO";"2016-05-04";589;3;19;168;110;"12:44:00";"SAO";"LIM";57;2;5
"853";"LIMA - SAO PAULO";"2016-05-22";590;7;21;174;141;"12:51:00";"LIM";"SAO";85;2;0
"854";"LIMA - SAO PAULO";"2016-05-04";590;3;19;168;139;"08:30:00";"LIM";"SAO";108;1;23
"855";"LIMA - SAO PAULO";"2017-01-29";2553;7;4;174;167;"18:59:00";"SAO";"LIM";148;13;5
"856";"LIMA - SAO PAULO";"2017-01-22";2553;7;3;174;163;"18:59:00";"SAO";"LIM";140;13;7
"857";"LIMA - SAO PAULO";"2017-01-15";2553;7;2;174;162;"18:59:00";"SAO";"LIM";143;5;4
"858";"LIMA - SAO PAULO";"2017-01-08";2553;7;1;174;167;"18:59:00";"SAO";"LIM";149;13;2
"859";"LIMA - SAO PAULO";"2017-01-28";2553;6;4;174;163;"18:59:00";"SAO";"LIM";133;15;6
"860";"LIMA - SAO PAULO";"2017-01-21";2553;6;3;220;167;"18:59:00";"SAO";"LIM";133;17;4
"861";"LIMA - SAO PAULO";"2017-01-14";2553;6;2;174;168;"18:59:00";"SAO";"LIM";138;8;2
"862";"LIMA - SAO PAULO";"2017-01-07";2553;6;1;174;171;"18:59:00";"SAO";"LIM";143;4;5
"863";"LIMA - SAO PAULO";"2017-01-27";2553;5;4;150;144;"18:59:00";"SAO";"LIM";126;10;4
"864";"LIMA - SAO PAULO";"2017-01-20";2553;5;3;150;147;"18:59:00";"SAO";"LIM";125;7;1
"865";"LIMA - SAO PAULO";"2017-01-13";2553;5;2;220;155;"18:59:00";"SAO";"LIM";137;11;3
"866";"LIMA - SAO PAULO";"2017-01-06";2553;5;1;150;141;"18:59:00";"SAO";"LIM";123;8;4
"867";"LIMA - SAO PAULO";"2017-01-26";2553;4;4;150;146;"18:59:00";"SAO";"LIM";139;11;1
"868";"LIMA - SAO PAULO";"2017-01-19";2553;4;3;150;141;"18:59:00";"SAO";"LIM";134;8;10
"869";"LIMA - SAO PAULO";"2017-01-12";2553;4;2;150;142;"18:59:00";"SAO";"LIM";120;5;10
"870";"LIMA - SAO PAULO";"2017-01-05";2553;4;1;150;133;"18:59:00";"SAO";"LIM";118;9;2
"871";"LIMA - SAO PAULO";"2017-02-01";2553;3;5;150;124;"18:59:00";"SAO";"LIM";110;11;4
"872";"LIMA - SAO PAULO";"2017-01-25";2553;3;4;150;141;"18:59:00";"SAO";"LIM";124;8;7
"873";"LIMA - SAO PAULO";"2017-01-18";2553;3;3;150;146;"18:59:00";"SAO";"LIM";140;12;5
"874";"LIMA - SAO PAULO";"2017-01-11";2553;3;2;150;133;"18:59:00";"SAO";"LIM";124;10;14
"875";"LIMA - SAO PAULO";"2017-01-04";2553;3;1;220;149;"18:59:00";"SAO";"LIM";130;8;7
"876";"LIMA - SAO PAULO";"2017-01-31";2553;2;5;150;142;"18:59:00";"SAO";"LIM";124;14;5
"877";"LIMA - SAO PAULO";"2017-01-24";2553;2;4;150;145;"18:59:00";"SAO";"LIM";129;9;2
"878";"LIMA - SAO PAULO";"2017-01-17";2553;2;3;150;137;"18:59:00";"SAO";"LIM";124;9;11
"879";"LIMA - SAO PAULO";"2017-01-10";2553;2;2;150;148;"18:59:00";"SAO";"LIM";140;11;5
"880";"LIMA - SAO PAULO";"2017-01-03";2553;2;1;220;152;"18:59:00";"SAO";"LIM";111;9;8
"881";"LIMA - SAO PAULO";"2017-01-30";2553;1;5;150;140;"18:59:00";"SAO";"LIM";124;19;7
"882";"LIMA - SAO PAULO";"2017-01-23";2553;1;4;150;140;"18:59:00";"SAO";"LIM";122;17;11
"883";"LIMA - SAO PAULO";"2017-01-16";2553;1;3;220;146;"18:59:00";"SAO";"LIM";112;7;2
"884";"LIMA - SAO PAULO";"2017-01-09";2553;1;2;150;138;"18:59:00";"SAO";"LIM";115;5;9
"885";"LIMA - SAO PAULO";"2017-01-02";2553;1;1;150;133;"18:59:00";"SAO";"LIM";99;4;0
"886";"LIMA - SAO PAULO";"2017-01-29";2554;7;4;174;169;"12:44:00";"LIM";"SAO";162;2;0
"887";"LIMA - SAO PAULO";"2017-01-22";2554;7;3;174;172;"12:44:00";"LIM";"SAO";142;11;0
"888";"LIMA - SAO PAULO";"2017-01-15";2554;7;2;174;174;"12:44:00";"LIM";"SAO";152;10;1
"889";"LIMA - SAO PAULO";"2017-01-08";2554;7;1;174;173;"12:44:00";"LIM";"SAO";132;26;0
"890";"LIMA - SAO PAULO";"2017-01-28";2554;6;4;174;139;"12:44:00";"LIM";"SAO";120;14;26
"891";"LIMA - SAO PAULO";"2017-01-21";2554;6;3;220;162;"12:44:00";"LIM";"SAO";141;18;5
"892";"LIMA - SAO PAULO";"2017-01-14";2554;6;2;168;165;"12:44:00";"LIM";"SAO";135;12;8
"893";"LIMA - SAO PAULO";"2017-01-07";2554;6;1;174;159;"12:44:00";"LIM";"SAO";122;21;2
"894";"LIMA - SAO PAULO";"2017-01-27";2554;5;4;150;119;"12:44:00";"LIM";"SAO";108;4;19
"895";"LIMA - SAO PAULO";"2017-01-20";2554;5;3;150;146;"12:44:00";"LIM";"SAO";122;11;10
"896";"LIMA - SAO PAULO";"2017-01-13";2554;5;2;220;143;"12:44:00";"LIM";"SAO";130;16;3
"897";"LIMA - SAO PAULO";"2017-01-06";2554;5;1;150;144;"12:44:00";"LIM";"SAO";121;18;7
"898";"LIMA - SAO PAULO";"2017-01-26";2554;4;4;150;132;"12:44:00";"LIM";"SAO";124;3;12
"899";"LIMA - SAO PAULO";"2017-01-19";2554;4;3;150;145;"12:44:00";"LIM";"SAO";132;8;4
"900";"LIMA - SAO PAULO";"2017-01-12";2554;4;2;150;152;"12:44:00";"LIM";"SAO";134;2;0
"901";"LIMA - SAO PAULO";"2017-01-05";2554;4;1;150;143;"12:44:00";"LIM";"SAO";126;23;5
"902";"LIMA - SAO PAULO";"2017-02-01";2554;3;5;150;121;"12:44:00";"LIM";"SAO";120;1;6
"903";"LIMA - SAO PAULO";"2017-01-25";2554;3;4;150;138;"12:44:00";"LIM";"SAO";120;10;8
"904";"LIMA - SAO PAULO";"2017-01-18";2554;3;3;150;136;"12:44:00";"LIM";"SAO";109;10;7
"905";"LIMA - SAO PAULO";"2017-01-11";2554;3;2;150;138;"12:44:00";"LIM";"SAO";113;12;5
"906";"LIMA - SAO PAULO";"2017-01-04";2554;3;1;220;131;"12:44:00";"LIM";"SAO";108;20;6
"907";"LIMA - SAO PAULO";"2017-01-31";2554;2;5;150;139;"12:44:00";"LIM";"SAO";129;5;13
"908";"LIMA - SAO PAULO";"2017-01-24";2554;2;4;150;147;"12:44:00";"LIM";"SAO";141;12;0
"909";"LIMA - SAO PAULO";"2017-01-17";2554;2;3;150;147;"12:44:00";"LIM";"SAO";126;17;1
"910";"LIMA - SAO PAULO";"2017-01-10";2554;2;2;150;146;"12:44:00";"LIM";"SAO";139;7;2
"911";"LIMA - SAO PAULO";"2017-01-03";2554;2;1;220;141;"12:44:00";"LIM";"SAO";121;15;3
"912";"LIMA - SAO PAULO";"2017-01-30";2554;1;5;150;144;"12:44:00";"LIM";"SAO";124;8;8
"913";"LIMA - SAO PAULO";"2017-01-23";2554;1;4;150;135;"12:44:00";"LIM";"SAO";121;2;9
"914";"LIMA - SAO PAULO";"2017-01-16";2554;1;3;220;165;"12:44:00";"LIM";"SAO";149;18;4
"915";"LIMA - SAO PAULO";"2017-01-09";2554;1;2;150;149;"12:44:00";"LIM";"SAO";120;5;4
"916";"LIMA - SAO PAULO";"2017-01-02";2554;1;1;150;127;"12:44:00";"LIM";"SAO";102;4;5
"917";"LIMA - SAO PAULO";"2017-01-29";2605;7;4;150;137;"04:05:00";"SAO";"LIM";81;5;6
"918";"LIMA - SAO PAULO";"2017-01-22";2605;7;3;150;138;"04:05:00";"SAO";"LIM";98;8;11
"919";"LIMA - SAO PAULO";"2017-01-15";2605;7;2;150;141;"04:05:00";"SAO";"LIM";109;1;4
"920";"LIMA - SAO PAULO";"2017-01-08";2605;7;1;150;136;"04:05:00";"SAO";"LIM";105;6;7
"921";"LIMA - SAO PAULO";"2017-01-27";2605;5;4;150;147;"04:00:00";"SAO";"LIM";130;15;1
"922";"LIMA - SAO PAULO";"2017-01-20";2605;5;3;150;144;"04:00:00";"SAO";"LIM";126;6;6
"923";"LIMA - SAO PAULO";"2017-01-13";2605;5;2;150;140;"04:00:00";"SAO";"LIM";115;5;4
"924";"LIMA - SAO PAULO";"2017-01-06";2605;5;1;150;146;"04:00:00";"SAO";"LIM";126;8;2
"925";"LIMA - SAO PAULO";"2017-02-01";2605;3;5;150;137;"04:05:00";"SAO";"LIM";101;6;11
"926";"LIMA - SAO PAULO";"2017-01-25";2605;3;4;150;141;"04:05:00";"SAO";"LIM";116;11;6
"927";"LIMA - SAO PAULO";"2017-01-18";2605;3;3;150;144;"04:05:00";"SAO";"LIM";118;13;8
"928";"LIMA - SAO PAULO";"2017-01-11";2605;3;2;150;140;"04:05:00";"SAO";"LIM";129;7;15
"929";"LIMA - SAO PAULO";"2017-01-04";2605;3;1;150;141;"04:05:00";"SAO";"LIM";120;6;9
"930";"LIMA - SAO PAULO";"2017-01-31";2605;2;5;126;116;"04:05:00";"SAO";"LIM";99;12;10
"931";"LIMA - SAO PAULO";"2017-01-24";2605;2;4;126;117;"04:05:00";"SAO";"LIM";110;5;5
"932";"LIMA - SAO PAULO";"2017-01-17";2605;2;3;126;123;"04:05:00";"SAO";"LIM";114;4;2
"933";"LIMA - SAO PAULO";"2017-01-10";2605;2;2;126;118;"04:05:00";"SAO";"LIM";109;7;7
"934";"LIMA - SAO PAULO";"2017-01-03";2605;2;1;150;128;"04:05:00";"SAO";"LIM";105;9;2
"935";"LIMA - SAO PAULO";"2017-01-29";2606;7;4;150;130;"00:05:00";"LIM";"SAO";125;2;6
"936";"LIMA - SAO PAULO";"2017-01-22";2606;7;3;150;141;"00:05:00";"LIM";"SAO";113;6;3
"937";"LIMA - SAO PAULO";"2017-01-15";2606;7;2;150;149;"00:05:00";"LIM";"SAO";133;15;2
"938";"LIMA - SAO PAULO";"2017-01-08";2606;7;1;150;145;"00:05:00";"LIM";"SAO";114;15;2
"939";"LIMA - SAO PAULO";"2017-01-27";2606;5;4;150;129;"00:01:00";"LIM";"SAO";122;4;13
"940";"LIMA - SAO PAULO";"2017-01-20";2606;5;3;150;141;"00:01:00";"LIM";"SAO";120;6;7
"941";"LIMA - SAO PAULO";"2017-01-13";2606;5;2;150;141;"00:01:00";"LIM";"SAO";107;9;6
"942";"LIMA - SAO PAULO";"2017-01-06";2606;5;1;150;135;"00:01:00";"LIM";"SAO";121;9;3
"943";"LIMA - SAO PAULO";"2017-02-01";2606;3;5;150;131;"00:05:00";"LIM";"SAO";124;3;15
"944";"LIMA - SAO PAULO";"2017-01-25";2606;3;4;150;115;"00:05:00";"LIM";"SAO";113;2;30
"945";"LIMA - SAO PAULO";"2017-01-18";2606;3;3;150;144;"00:05:00";"LIM";"SAO";119;12;6
"946";"LIMA - SAO PAULO";"2017-01-11";2606;3;2;150;151;"00:05:00";"LIM";"SAO";125;30;0
"947";"LIMA - SAO PAULO";"2017-01-04";2606;3;1;150;116;"00:05:00";"LIM";"SAO";98;4;7
"948";"LIMA - SAO PAULO";"2017-01-31";2606;2;5;126;95;"00:05:00";"LIM";"SAO";89;2;17
"949";"LIMA - SAO PAULO";"2017-01-24";2606;2;4;126;113;"00:05:00";"LIM";"SAO";85;1;14
"950";"LIMA - SAO PAULO";"2017-01-17";2606;2;3;126;116;"00:05:00";"LIM";"SAO";98;8;3
"951";"LIMA - SAO PAULO";"2017-01-10";2606;2;2;126;118;"00:05:00";"LIM";"SAO";76;10;2
"952";"LIMA - SAO PAULO";"2017-01-03";2606;2;1;150;108;"00:05:00";"LIM";"SAO";85;5;5
"953";"LIMA - SAO PAULO";"2017-01-29";2607;7;4;150;150;"12:44:00";"SAO";"LIM";116;15;4
"954";"LIMA - SAO PAULO";"2017-01-22";2607;7;3;150;143;"12:44:00";"SAO";"LIM";121;1;3
"955";"LIMA - SAO PAULO";"2017-01-15";2607;7;2;150;85;"12:44:00";"SAO";"LIM";61;2;4
"956";"LIMA - SAO PAULO";"2017-01-08";2607;7;1;150;142;"12:44:00";"SAO";"LIM";91;4;6
"957";"LIMA - SAO PAULO";"2017-01-28";2607;6;4;150;142;"12:44:00";"SAO";"LIM";119;7;3
"958";"LIMA - SAO PAULO";"2017-01-21";2607;6;3;150;141;"12:44:00";"SAO";"LIM";106;4;5
"959";"LIMA - SAO PAULO";"2017-01-14";2607;6;2;150;119;"12:44:00";"SAO";"LIM";89;3;7
"960";"LIMA - SAO PAULO";"2017-01-07";2607;6;1;150;103;"12:44:00";"SAO";"LIM";86;3;3
"961";"LIMA - SAO PAULO";"2017-01-27";2607;5;4;150;140;"12:44:00";"SAO";"LIM";95;4;2
"962";"LIMA - SAO PAULO";"2017-01-20";2607;5;3;150;133;"12:44:00";"SAO";"LIM";97;4;13
"963";"LIMA - SAO PAULO";"2017-01-13";2607;5;2;150;142;"12:44:00";"SAO";"LIM";110;7;2
"964";"LIMA - SAO PAULO";"2017-01-06";2607;5;1;150;137;"12:44:00";"SAO";"LIM";119;13;6
"965";"LIMA - SAO PAULO";"2017-01-26";2607;4;4;150;134;"12:45:00";"SAO";"LIM";89;4;7
"966";"LIMA - SAO PAULO";"2017-01-19";2607;4;3;150;132;"12:45:00";"SAO";"LIM";107;10;13
"967";"LIMA - SAO PAULO";"2017-01-12";2607;4;2;150;148;"12:45:00";"SAO";"LIM";138;2;7
"968";"LIMA - SAO PAULO";"2017-01-05";2607;4;1;150;127;"12:44:00";"SAO";"LIM";104;4;11
"969";"LIMA - SAO PAULO";"2017-02-01";2607;3;5;150;118;"12:44:00";"SAO";"LIM";83;13;2
